"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","26.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","57.509024"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","5.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","5.1"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","4.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","25.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","21.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","30.054905"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","2.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","2.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2.1"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","1.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","1.946253"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","3.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","25.507865"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","80"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","80"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","85.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","13.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","3.177698"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2013","","","","128.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2014","","","","143.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2015","","","","169.8"
